,model,seed,settings,base_rates,hash_train,hash_test,accuracy,balanced accuracy,f1,precision,true positive rate,true negative rate,false positive rate,false negative rate,selection rate,count,equalized_odds_difference,equalized_odds_ratio,demographic_parity_difference,demographic_parity_ratio
CatBoost,CatBoost,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9172574536272701,0.7409033309896359,0.5769612711022841,0.6557562076749436,0.5150709219858156,0.9667357399934562,0.03326426000654379,0.4849290780141844,0.08604447897445858,10297,0.10286164732625713,0.22345528675734705,0.2105997766475775,0.2636074923933699
ExtraTreesGini,ExtraTreesGini,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9053122268621929,0.6650018583277448,0.45255474452554745,0.6171516079632465,0.35726950354609927,0.9727342131093903,0.027265786890609663,0.6427304964539007,0.0634165290861416,10297,0.15100185154631612,0.1587481573874589,0.2020868215787969,0.20836666133418655
ExtraTreesEntr,ExtraTreesEntr,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9057978051859765,0.6644970545215183,0.4525959367945824,0.6226708074534162,0.3554964539007092,0.9734976551423274,0.026502344857672593,0.6445035460992907,0.06254248810333107,10297,0.1530917157051458,0.157128278230444,0.20098576638781643,0.2067152705450578
NeuralNetFastAI,NeuralNetFastAI,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9099737787705157,0.7173769210777295,0.5339366515837105,0.6167247386759582,0.47074468085106386,0.9640091613043953,0.03599083869560476,0.5292553191489362,0.08361658735554045,10297,0.16889402188857727,0.21217301804669986,0.22933047676789253,0.2389733860122802
XGBoost,XGBoost,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.915897834320676,0.7199258854032513,0.5498960498960499,0.664572864321608,0.46897163120567376,0.9708801396008289,0.02911986039917112,0.5310283687943262,0.07730406914635331,10297,0.11584080368109406,0.2546585024757153,0.18745916200432883,0.26566749320108785
LinearModel,LinearModel,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9104593570942993,0.7017116146064174,0.5152471083070452,0.6330749354005168,0.43439716312056736,0.9690260660922674,0.03097393390773258,0.5656028368794326,0.07516752452170535,10297,0.1565931547782728,0.1729755865872783,0.2240780822477233,0.22170212765957445
NeuralNetTorch,NeuralNetTorch,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9154122559968922,0.7429770777883231,0.5749145924841387,0.6395222584147665,0.5221631205673759,0.9637910350092703,0.036208964990729633,0.4778368794326241,0.08944352724094397,10297,0.0900869875107317,0.26673382258706757,0.1908461632703067,0.29481665912177457
LightGBMLarge,LightGBMLarge,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9138584053607847,0.7036202196887601,0.5249062667380825,0.6630581867388363,0.43439716312056736,0.9728432762569528,0.027156723743047225,0.5656028368794326,0.07176847625521997,10297,0.1359144988909054,0.23481498280228294,0.18722473620225488,0.24966086491250158
WeightedEnsemble_L2,WeightedEnsemble_L2,115,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",342a46e92fdf76b208089366cf16dd69,3c26229e7fd45d4a3d556c504c6e6ab6,0.9182286102748374,0.7496119943163404,0.5884652981427175,0.6557734204793029,0.5336879432624113,0.9655360453702694,0.03446395462973061,0.46631205673758863,0.08915218024667379,10297,0.09487178656472228,0.24533806141698192,0.20732645422531892,0.2750531365678446
KNeighborsUnif,KNeighborsUnif,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.8803857382995665,0.6121012963138661,0.33919843597262955,0.48261474269819193,0.2614920874152223,0.96271050521251,0.037289494787489975,0.7385079125847777,0.06361143059364771,11303,0.05029585798816566,0.8333333333333334,0.015963866467962246,0.7834644779089224
KNeighborsDist,KNeighborsDist,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.8785278244713792,0.6152954732654528,0.34400382226469184,0.4699738903394256,0.2712886209495102,0.9593023255813954,0.040697674418604654,0.7287113790504898,0.06776961868530479,11303,0.017751479289940808,0.8414701520746707,0.016763740666282147,0.7880154865546632
LightGBMXT,LightGBMXT,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9130319384234274,0.7263098353909216,0.5656208572691118,0.6837606837606838,0.4822908816880181,0.9703287890938251,0.02967121090617482,0.517709118311982,0.0828098734849155,11303,0.05237054678484615,0.7846772980291862,0.032478670947480026,0.6913553844691569
LightGBM,LightGBM,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9104662478987879,0.7228963302430732,0.5561403508771929,0.6652675760755509,0.4777694046721929,0.9680232558139535,0.03197674418604651,0.5222305953278071,0.08431389896487658,11303,0.09232978958481669,0.7318833415719229,0.037855803713816735,0.6586524971941639
RandomForestGini,RandomForestGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.909316110767053,0.6921911759284831,0.5139876718824087,0.6930946291560103,0.4084400904295403,0.9759422614274258,0.024057738572574178,0.5915599095704597,0.06918517207820933,11303,0.02471212158412922,0.6608528944169083,0.025984103646359474,0.7022615704926174
RandomForestEntr,RandomForestEntr,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.905157922675396,0.6708886935276163,0.47450980392156855,0.6788218793828892,0.36473247927656366,0.9770449077786688,0.022955092221331196,0.6352675207234363,0.0630805980713085,11303,0.024638463993714554,0.7215751254934452,0.024763593971743526,0.6905525698176617
CatBoost,CatBoost,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9086083340706007,0.6819901297401632,0.49781234807972774,0.7013698630136986,0.3858327053504145,0.9781475541299118,0.02185244587008821,0.6141672946495855,0.06458462355126958,11303,0.03946819219720593,0.8583149226752359,0.02470108209448684,0.696119245860848
ExtraTreesGini,ExtraTreesGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9030345925860391,0.6517189861545629,0.4390992835209826,0.6842105263157895,0.32328560663149963,0.9801523656776263,0.019847634322373697,0.6767143933685004,0.055471998584446604,11303,0.0565322006432763,0.45918417076855594,0.027437077195610567,0.6340954495005549
ExtraTreesEntr,ExtraTreesEntr,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9033884809342653,0.6525728062345862,0.44114636642784033,0.6874003189792663,0.32479276563677467,0.9803528468323978,0.019647153167602245,0.6752072343632253,0.055471998584446604,11303,0.048233445456554336,0.5292544825416797,0.023846821462115544,0.6694768064595863
NeuralNetFastAI,NeuralNetFastAI,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9071043085906396,0.7598654253252266,0.5892018779342723,0.6126932465419039,0.5674453654860587,0.9522854851643946,0.04771451483560545,0.4325546345139412,0.10873219499247987,11303,0.06465908811903065,0.6526348268794216,0.043136529273895385,0.6902367784720725
XGBoost,XGBoost,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9108201362470141,0.7234234808604706,0.5575065847234416,0.6677181913774973,0.47852298417483047,0.9683239775461107,0.031676022453889334,0.5214770158251696,0.08413695479076351,11303,0.07250362149819534,0.6431702092601747,0.037540743852443076,0.6605290000351729
LinearModel,LinearModel,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9063080598071308,0.6761136297573861,0.4846715328467154,0.6840659340659341,0.3752825923134891,0.976944667201283,0.02305533279871692,0.624717407686511,0.06440767937715651,11303,0.06106214245377983,0.6670776520645972,0.03133762081462145,0.635657111847588
NeuralNetTorch,NeuralNetTorch,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9115279129434664,0.7502846696427115,0.5888157894736843,0.6479638009049774,0.5395629238884703,0.9610064153969526,0.03899358460304731,0.4604370761115298,0.0977616561974697,11303,0.06135677281543861,0.722706120987949,0.03464769417300398,0.7165675739558901
LightGBMLarge,LightGBMLarge,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9080775015482615,0.7225230908362437,0.5507998270644185,0.6460446247464503,0.4800301431801055,0.9650160384923817,0.03498396150761828,0.5199698568198945,0.0872334778377422,11303,0.0627439907682486,0.7006767308693389,0.03758380759010879,0.6686360964138741
WeightedEnsemble_L2,WeightedEnsemble_L2,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",0914758e622a41e7e3b61772aa83bdea,b87b21dce2bc331619cd82cefe86d5a2,0.9111740245952402,0.7239506314778679,0.5588752196836555,0.6701791359325606,0.47927656367746796,0.9686246992782679,0.031375300721732155,0.520723436322532,0.08396001061665044,11303,0.07281052812492333,0.6556589511875566,0.038443693190595096,0.6533514710598044
KNeighborsUnif,KNeighborsUnif,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.8803857382995665,0.6121012963138661,0.33919843597262955,0.48261474269819193,0.2614920874152223,0.96271050521251,0.037289494787489975,0.7385079125847777,0.06361143059364771,11303,0.1955128205128205,0.28901098901098904,0.05420457992114043,0.4825926462072959
KNeighborsDist,KNeighborsDist,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.8785278244713792,0.6152954732654528,0.34400382226469184,0.4699738903394256,0.2712886209495102,0.9593023255813954,0.040697674418604654,0.7287113790504898,0.06776961868530479,11303,0.2543171114599686,0.2247863247863248,0.06768906076230917,0.43889331210191085
LightGBMXT,LightGBMXT,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9137397151198797,0.738470898354997,0.5810055865921788,0.676,0.5094197437829691,0.9675220529270249,0.03247794707297514,0.4905802562170309,0.08847208705653366,11303,0.3882051282051282,0.26955602536997886,0.2072003021416511,0.184354366172548
LightGBM,LightGBM,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9133858267716536,0.7350037225739665,0.576373864128083,0.676829268292683,0.5018839487565938,0.9681234963913392,0.03187650360866079,0.4981160512434062,0.08705653366362913,11303,0.47,0.2184154175588865,0.21250999733404424,0.18919262555626193
RandomForestGini,RandomForestGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9071043085906396,0.6932248549495428,0.5111731843575419,0.6686967113276492,0.413715146948003,0.9727345629510826,0.0272654370489174,0.586284853051997,0.07263558347341413,11303,0.39615384615384613,0.2875264270613108,0.15625833111170354,0.20914150784280655
RandomForestEntr,RandomForestEntr,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9071927806776962,0.6870682554483436,0.5026078710289238,0.6777493606138107,0.39939713639789,0.9747393744987971,0.025260625501202887,0.60060286360211,0.06918517207820933,11303,0.29846153846153844,0.3154889364739472,0.15901315204834265,0.19519874065328613
CatBoost,CatBoost,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9080775015482615,0.6862627804847685,0.5031085604973696,0.6884816753926701,0.39638281838733985,0.9761427425821972,0.023857257417802726,0.6036171816126601,0.06759267451119172,11303,0.33999999999999997,0.31582635779637924,0.14044842818985,0.22597310686482658
ExtraTreesGini,ExtraTreesGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9043616738918872,0.665537568989992,0.4645864289252104,0.6777456647398844,0.35342878673700073,0.9776463512429832,0.022353648757016842,0.6465712132629993,0.06122268424312129,11303,0.3271794871794872,0.23960535588442564,0.15921309872922776,0.15989684074790458
ExtraTreesEntr,ExtraTreesEntr,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9039193134566045,0.6636536202333981,0.4607745779543198,0.6754002911208151,0.3496608892238131,0.9776463512429832,0.022353648757016842,0.6503391107761869,0.06078032380783863,11303,0.3143589743589743,0.1382338591640917,0.17406469385941525,0.13663911845730028
NeuralNetFastAI,NeuralNetFastAI,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9130319384234274,0.741989969596965,0.5832980076303519,0.6666666666666666,0.5184626978146194,0.9655172413793104,0.034482758620689655,0.48153730218538054,0.09130319384234274,11303,0.43,0.2567200241618846,0.20432247791247174,0.20825039808917198
XGBoost,XGBoost,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9094930549411661,0.705031525548279,0.5318077803203661,0.6771561771561772,0.43782969103240393,0.972233360064154,0.027766639935846032,0.5621703089675961,0.07590905069450589,11303,0.385,0.21771336553945253,0.1764196214342842,0.18977655341291705
LinearModel,LinearModel,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.905511811023622,0.6720691830702654,0.47698334965719885,0.6811188811188811,0.36699321778447624,0.9771451483560545,0.02285485164394547,0.6330067822155238,0.06325754224542157,11303,0.268361581920904,0.27504163692600525,0.15965944113416888,0.15754167231332158
NeuralNetTorch,NeuralNetTorch,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9115279129434664,0.7300311629599056,0.5667244367417678,0.6666666666666666,0.49284099472494347,0.9672213311948676,0.03277866880513232,0.5071590052750565,0.08679111740245952,11303,0.345,0.18968757340850362,0.1893363468255599,0.20414552520781604
LightGBMLarge,LightGBMLarge,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9082544457223746,0.6870163599874061,0.504538939321548,0.6892950391644909,0.39788997739261495,0.9761427425821972,0.023857257417802726,0.6021100226073851,0.06776961868530479,11303,0.375,0.25,0.1565260941031436,0.19128184713375795
WeightedEnsemble_L2,WeightedEnsemble_L2,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",eb6c0ee2b5d812adf6ba5e46d027ecf5,9d8f62c010239d7ba7759ebada79ed4a,0.9141820755551624,0.7236947045176698,0.5650224215246636,0.6976744186046512,0.4747550866616428,0.9726343223736968,0.02736567762630313,0.5252449133383572,0.0798902946120499,11303,0.385,0.29033230232373697,0.18576157469119345,0.19177420134357934
KNeighborsUnif,KNeighborsUnif,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.8780854640360967,0.6111248382704776,0.33558341369334616,0.46586345381526106,0.26224566691785983,0.9600040096230954,0.03999599037690457,0.7377543330821401,0.06608864903123064,11303,0.1167456308531819,0.5816307992138339,0.02408323953381894,0.7289540859739286
KNeighborsDist,KNeighborsDist,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.8753428293373441,0.6200245321250277,0.35039188566159524,0.4513064133016627,0.2863602110022607,0.9536888532477947,0.046311146752205296,0.7136397889977393,0.07449349730160135,11303,0.12045110980016224,0.6033841717884513,0.023736972653686544,0.7551135654561338
LightGBMXT,LightGBMXT,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9118818012916925,0.7341516776661878,0.5721649484536082,0.6653346653346653,0.5018839487565938,0.9664194065757818,0.033580593424218125,0.4981160512434062,0.08856055914359019,11303,0.07232615138855718,0.2964638001294893,0.15754719662938677,0.33658697473748017
LightGBM,LightGBM,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9117048571175794,0.7193513112706366,0.5544642857142857,0.6801752464403067,0.46797287113790503,0.970729751403368,0.029270248596631916,0.5320271288620949,0.08077501548261523,11303,0.05974143432690312,0.30893692184014765,0.12305614241155376,0.37564137579711654
RandomForestGini,RandomForestGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9086968061576572,0.6918403339076331,0.5122873345935728,0.6869455006337135,0.4084400904295403,0.9752405773857258,0.02475942261427426,0.5915599095704597,0.06980447668760506,11303,0.040042637495154826,0.36525004266939753,0.10389836023731228,0.3816049520490741
RandomForestEntr,RandomForestEntr,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9073697248518092,0.6832484624742184,0.4973595775324052,0.6851851851851852,0.39035418236623964,0.9761427425821972,0.023857257417802726,0.6096458176337604,0.06688489781473946,11303,0.03854406070263773,0.3655054622796558,0.10185977068362459,0.37573071234491473
CatBoost,CatBoost,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9113509687693533,0.7011840096714406,0.5304592314901594,0.701363073110285,0.426525998492841,0.9758420208500401,0.024157979149959905,0.573474001507159,0.07139697425462267,11303,0.047994589070862806,0.31527719592235726,0.11759555907433941,0.35582609675206994
ExtraTreesGini,ExtraTreesGini,115,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",723ce08e2601182fc180c7726d3e08c0,cdc1d2fd3d6fce38f542922e7ffee7fc,0.9028576484119261,0.6561921180539398,0.44657258064516125,0.6742770167427702,0.333835719668425,0.9785485164394547,0.02145148356054531,0.6661642803315749,0.05812616119614262,11303,0.0626106113118502,0.23731486729589196,0.12308971064185481,0.2945136028952951
